1,2,3,4,5,6,7,8,9,16,25,36,49,64,81,100,121,144,169,196,225
16.486,16.796,17.623,16.802,16.537,17.166,16.937,16.723,17.404,16.730,19.218,33.387,32.649,33.448,74.457,63.819,65.757,79.662,95.490,115.128,137.061
16.575,16.854,16.976,15.732,17.109,16.545,16.748,17.088,16.786,16.676,15.216,36.416,34.485,35.396,46.051,53.523,67.018,79.636,96.668,115.545,137.548
16.898,16.645,16.447,16.315,17.466,16.476,16.350,16.038,16.570,16.589,16.455,31.274,31.388,34.130,65.146,64.034,66.893,76.455,95.769,115.398,136.661
16.751,16.662,16.384,16.659,15.360,16.600,16.812,16.737,17.886,16.639,17.095,33.449,28.913,34.974,42.193,59.535,67.653,82.856,94.394,115.107,151.630
16.488,16.529,15.621,16.140,17.030,16.625,16.530,16.613,17.250,16.677,16.219,33.320,40.180,35.530,56.584,57.542,64.668,79.774,96.455,115.059,147.773
16.711,16.856,16.735,17.165,16.571,17.675,16.925,16.547,16.968,16.742,16.784,33.645,27.390,63.150,42.507,53.036,66.015,79.358,97.951,116.880,136.484
16.656,16.596,16.813,16.917,16.917,16.716,16.397,16.681,15.116,16.642,16.914,32.911,39.337,35.424,57.506,62.473,67.863,79.561,95.863,114.710,135.647
16.830,16.788,16.385,16.510,16.585,17.030,16.286,17.264,16.947,16.843,16.540,33.706,27.642,64.390,45.833,58.211,66.916,77.851,96.599,116.845,136.438
16.616,16.636,16.460,16.438,16.836,16.644,16.655,16.724,16.702,16.492,16.714,33.641,39.259,34.652,53.782,64.548,67.773,79.022,95.410,115.238,137.283
16.827,16.579,17.245,17.113,17.187,15.635,16.551,16.488,16.269,16.732,16.817,32.776,31.365,65.476,41.316,56.069,71.920,80.156,96.856,117.207,137.089
16.440,16.804,17.051,16.124,16.326,17.181,17.189,16.721,15.849,19.360,16.478,34.626,33.119,34.350,58.857,55.202,66.386,76.222,95.956,116.778,135.989
16.708,16.528,16.500,16.692,16.954,16.324,17.124,16.840,16.823,14.662,17.238,30.482,33.252,65.568,41.491,52.428,77.623,79.442,94.267,116.882,138.867
16.660,16.724,16.964,16.728,16.364,17.512,16.258,16.569,16.267,16.037,15.932,35.874,33.429,34.189,58.920,63.418,66.171,79.032,96.339,115.180,136.173
16.516,16.914,17.302,17.257,16.686,16.442,16.600,17.362,16.579,16.751,16.688,29.980,33.482,67.938,42.293,52.687,67.470,80.986,95.610,115.095,137.693
16.931,16.408,16.670,16.655,16.536,16.841,17.355,17.539,16.468,16.454,16.535,33.578,32.975,32.031,57.509,62.950,66.830,77.222,96.102,115.445,136.925
16.703,16.687,16.407,16.571,17.855,16.090,16.821,15.730,17.345,16.879,16.677,33.194,33.719,46.464,45.802,52.581,64.740,80.008,96.264,114.806,136.500
16.542,16.616,16.708,17.070,16.704,16.677,19.276,15.420,16.282,16.893,16.902,33.825,32.840,32.418,59.737,64.878,66.326,79.483,95.849,114.746,135.905
16.643,16.875,16.887,16.994,16.613,16.085,13.740,17.782,16.926,16.962,16.452,32.822,33.601,33.736,45.847,52.429,67.997,79.992,96.294,124.607,141.332
16.912,16.562,16.761,16.398,15.501,16.748,17.416,16.958,17.325,16.655,17.996,33.184,33.334,33.287,66.923,64.196,65.838,78.288,99.767,124.533,136.321
16.480,16.871,16.466,16.800,17.007,16.721,17.366,16.726,16.552,16.671,14.934,33.242,32.837,33.173,43.626,52.193,67.574,80.397,106.519,128.658,137.569
16.761,16.445,16.661,16.414,16.518,17.211,15.419,16.180,16.713,18.296,16.758,34.049,33.639,33.265,54.933,64.439,70.178,80.253,105.076,127.545,136.126
17.003,16.889,15.054,17.012,17.231,16.180,15.488,16.745,16.785,14.856,16.472,33.445,33.328,34.200,41.960,52.842,65.479,80.220,100.497,127.081,136.784
16.745,16.336,17.080,16.507,16.709,16.796,16.033,16.566,16.520,16.783,16.644,32.931,33.349,32.516,57.737,63.690,69.606,79.476,95.959,126.100,136.944
16.183,16.641,16.496,16.840,16.858,17.650,16.501,16.846,16.405,18.035,16.804,35.267,35.451,35.012,42.490,54.342,73.765,79.192,95.705,127.983,137.173
16.634,17.477,16.682,16.711,16.874,15.985,15.665,16.835,16.833,15.354,16.618,32.806,31.462,32.425,58.001,62.910,68.286,88.046,95.083,126.322,136.463
16.878,16.641,17.530,16.307,15.332,16.723,17.596,16.685,16.446,16.920,17.232,33.918,33.015,33.148,41.596,52.075,71.111,78.731,96.136,128.172,137.779
16.713,16.189,16.581,16.729,16.762,17.272,16.307,16.611,16.408,16.280,16.039,32.981,33.348,33.056,58.462,69.798,66.959,84.635,106.533,126.258,135.125
16.962,16.680,16.235,16.825,16.726,16.401,16.342,15.998,16.945,16.450,16.861,33.050,36.671,33.674,42.646,55.848,66.219,80.070,99.926,126.877,136.213
16.079,16.594,16.368,16.872,16.550,16.434,16.487,17.373,16.799,17.944,16.772,33.880,31.339,32.716,57.220,54.940,65.728,79.324,95.630,126.186,136.346
17.076,16.508,16.706,16.400,17.165,18.035,18.815,16.557,16.957,15.515,16.503,32.736,33.697,33.527,42.335,52.448,65.945,79.046,93.410,126.783,138.197
16.261,16.668,16.746,16.845,16.104,15.091,16.283,16.875,16.499,16.706,17.885,31.901,32.562,33.179,63.283,72.827,67.055,76.657,96.128,126.464,135.129
16.804,16.539,16.537,16.462,16.714,16.843,17.159,16.501,16.366,17.624,14.521,33.891,32.975,33.375,45.571,57.390,65.640,79.333,102.309,126.959,137.524
17.149,16.760,16.638,16.660,17.359,16.966,16.537,15.875,16.588,15.390,16.859,32.925,37.823,33.475,70.264,73.552,66.658,79.848,95.291,126.633,136.557
16.316,16.527,16.755,16.566,18.031,16.569,16.907,20.845,16.830,16.954,16.414,33.424,31.244,33.519,45.354,55.608,67.092,79.681,96.744,120.914,139.387
16.448,16.730,16.740,17.045,15.048,16.460,16.328,13.357,17.492,16.894,16.766,38.118,27.313,38.872,71.434,55.123,66.122,77.918,94.414,115.232,149.780
16.719,16.576,16.560,16.750,16.944,16.901,16.649,17.061,16.061,16.482,16.531,29.496,41.692,34.927,46.409,52.218,74.647,81.088,100.621,116.421,149.547
16.671,16.913,16.515,16.556,16.449,16.920,16.996,18.674,15.720,18.454,16.869,32.353,30.526,62.313,53.637,63.775,72.446,79.537,95.114,115.263,148.722
16.582,16.227,16.906,16.564,15.994,16.686,16.620,16.862,17.423,15.385,16.681,32.696,27.419,34.377,45.825,52.321,71.459,80.440,112.209,116.199,147.824
16.860,16.832,16.910,16.508,16.640,16.192,16.079,14.211,15.791,16.199,16.786,34.136,39.008,34.459,53.667,63.982,67.973,78.633,105.440,114.876,147.475
16.882,16.912,16.538,16.838,16.171,16.712,17.442,16.538,17.585,17.288,16.504,32.799,30.648,64.385,46.368,52.555,64.763,79.130,105.869,115.473,147.728
16.889,16.390,16.315,16.409,16.691,16.683,16.093,16.740,16.189,16.332,16.993,33.800,33.207,34.318,53.793,65.208,106.915,78.910,104.404,114.632,148.256
16.242,16.681,16.677,17.166,16.258,16.772,16.832,16.416,16.335,16.946,16.392,37.062,33.403,34.954,46.339,52.786,71.511,79.599,100.816,115.548,152.048
16.502,16.724,16.996,15.609,17.276,16.672,16.797,17.300,17.326,16.447,16.933,29.249,33.704,64.168,49.324,63.232,70.490,79.723,99.366,115.582,149.250
16.655,17.007,16.581,16.941,16.891,16.665,16.487,16.502,15.913,16.744,16.639,34.206,33.269,33.140,41.951,52.723,66.534,77.712,107.878,115.748,151.186
16.689,16.661,16.703,17.063,16.096,16.387,16.893,16.027,17.322,16.452,17.031,32.623,38.348,31.508,58.147,64.388,67.118,78.638,104.994,115.175,149.602
16.815,17.096,16.971,16.662,17.317,16.541,16.875,16.943,16.305,16.735,17.850,35.013,28.712,32.859,46.969,51.837,65.835,80.087,100.851,116.055,151.207
16.748,16.567,17.345,15.901,15.931,16.808,16.391,16.687,17.436,16.566,14.977,33.152,32.585,33.151,52.966,65.120,67.241,89.969,95.739,115.368,149.464
16.504,16.624,16.575,17.103,16.456,16.182,16.692,17.040,16.914,16.599,16.579,35.801,33.727,33.559,41.978,79.256,65.798,80.022,96.554,116.534,150.214
16.637,16.819,16.447,16.601,16.344,16.847,16.074,15.874,14.891,16.623,16.593,30.878,33.380,32.845,58.170,70.712,69.831,78.710,99.939,115.292,154.222
16.725,16.704,17.088,16.434,17.259,16.823,16.618,16.290,16.318,16.476,16.998,33.505,33.630,33.505,41.432,52.704,66.091,77.638,96.362,115.472,149.605
